,Date,Home Team,Visitor Team,Home Team Score,Visitor Team Score
992,2021-04-11T00:00:00.000Z,Portland Trail Blazers,Miami Heat,98,107
993,2021-05-14T00:00:00.000Z,Golden State Warriors,New Orleans Pelicans,125,122
994,2021-04-28T00:00:00.000Z,Sacramento Kings,Utah Jazz,105,154
995,2021-04-11T00:00:00.000Z,Charlotte Hornets,Atlanta Hawks,101,105
996,2021-03-26T00:00:00.000Z,Milwaukee Bucks,Boston Celtics,114,122
997,2021-05-03T00:00:00.000Z,Atlanta Hawks,Portland Trail Blazers,123,114
998,2021-03-13T00:00:00.000Z,Brooklyn Nets,Detroit Pistons,100,95
999,2021-03-16T00:00:00.000Z,Philadelphia 76ers,New York Knicks,99,96
1000,2021-03-21T00:00:00.000Z,Cleveland Cavaliers,Toronto Raptors,116,105
1001,2021-04-14T00:00:00.000Z,Chicago Bulls,Orlando Magic,106,115
1002,2021-04-09T00:00:00.000Z,LA Clippers,Houston Rockets,126,109
1003,2021-04-10T00:00:00.000Z,Brooklyn Nets,Los Angeles Lakers,101,126
1004,2021-03-23T00:00:00.000Z,New York Knicks,Washington Wizards,131,113
1005,2021-05-11T00:00:00.000Z,Los Angeles Lakers,New York Knicks,101,99
1006,2021-03-17T00:00:00.000Z,Detroit Pistons,Toronto Raptors,116,112
1007,2021-03-27T00:00:00.000Z,Sacramento Kings,Cleveland Cavaliers,100,98
1008,2021-05-02T00:00:00.000Z,Dallas Mavericks,Sacramento Kings,99,111
1009,2021-04-13T00:00:00.000Z,Charlotte Hornets,Los Angeles Lakers,93,101
1010,2021-03-24T00:00:00.000Z,Houston Rockets,Charlotte Hornets,97,122
1011,2021-03-22T00:00:00.000Z,Houston Rockets,Toronto Raptors,117,99
1012,2021-03-14T00:00:00.000Z,Oklahoma City Thunder,Memphis Grizzlies,128,122
1013,2021-03-24T00:00:00.000Z,Sacramento Kings,Atlanta Hawks,110,108
1014,2021-03-12T00:00:00.000Z,Los Angeles Lakers,Indiana Pacers,105,100
1015,2021-03-19T00:00:00.000Z,Miami Heat,Indiana Pacers,110,137
1016,2021-03-18T00:00:00.000Z,New York Knicks,Orlando Magic,94,93
1017,2021-04-16T00:00:00.000Z,Brooklyn Nets,Charlotte Hornets,130,115
1018,2021-03-29T00:00:00.000Z,Boston Celtics,New Orleans Pelicans,109,115
1019,2021-03-28T00:00:00.000Z,Toronto Raptors,Portland Trail Blazers,117,122
1020,2021-05-01T00:00:00.000Z,Charlotte Hornets,Detroit Pistons,107,94
1021,2021-03-15T00:00:00.000Z,Washington Wizards,Milwaukee Bucks,122,133
1022,2021-05-10T00:00:00.000Z,Cleveland Cavaliers,Indiana Pacers,102,111
1023,2021-05-15T00:00:00.000Z,Brooklyn Nets,Chicago Bulls,105,91
1024,2021-03-25T00:00:00.000Z,Miami Heat,Portland Trail Blazers,122,125
1025,2021-04-18T00:00:00.000Z,Miami Heat,Brooklyn Nets,109,107
1026,2021-04-17T00:00:00.000Z,Phoenix Suns,San Antonio Spurs,85,111
1027,2021-03-31T00:00:00.000Z,Phoenix Suns,Chicago Bulls,121,116
1028,2021-04-19T00:00:00.000Z,Philadelphia 76ers,Golden State Warriors,96,107
1029,2021-04-25T00:00:00.000Z,Charlotte Hornets,Boston Celtics,125,104
1030,2021-04-20T00:00:00.000Z,Atlanta Hawks,Orlando Magic,112,96
1031,2021-04-26T00:00:00.000Z,Orlando Magic,Los Angeles Lakers,103,114
1032,2021-04-21T00:00:00.000Z,Cleveland Cavaliers,Chicago Bulls,121,105
1033,2021-04-02T00:00:00.000Z,Toronto Raptors,Golden State Warriors,130,77
1034,2021-04-24T00:00:00.000Z,Indiana Pacers,Detroit Pistons,115,109
1035,2021-04-22T00:00:00.000Z,Chicago Bulls,Charlotte Hornets,108,91
1036,2021-04-27T00:00:00.000Z,Indiana Pacers,Portland Trail Blazers,112,133
1037,2021-04-23T00:00:00.000Z,Brooklyn Nets,Boston Celtics,109,104
1038,2021-04-28T00:00:00.000Z,Cleveland Cavaliers,Orlando Magic,104,109
1039,2021-04-29T00:00:00.000Z,Detroit Pistons,Dallas Mavericks,105,115
1040,2021-04-30T00:00:00.000Z,Chicago Bulls,Milwaukee Bucks,98,108
1041,2021-05-09T00:00:00.000Z,Los Angeles Lakers,Phoenix Suns,123,110
1042,2021-05-08T00:00:00.000Z,Toronto Raptors,Memphis Grizzlies,99,109
1043,2021-05-14T00:00:00.000Z,Detroit Pistons,Denver Nuggets,91,104
1044,2021-05-05T00:00:00.000Z,Indiana Pacers,Sacramento Kings,93,104
1045,2021-05-13T00:00:00.000Z,Indiana Pacers,Milwaukee Bucks,133,142
1046,2021-05-04T00:00:00.000Z,Cleveland Cavaliers,Phoenix Suns,118,134
1047,2021-05-16T00:00:00.000Z,Washington Wizards,Charlotte Hornets,115,110
1048,2021-05-16T00:00:00.000Z,Minnesota Timberwolves,Dallas Mavericks,136,121
1049,2021-05-12T00:00:00.000Z,Atlanta Hawks,Washington Wizards,120,116
1050,2021-04-01T00:00:00.000Z,San Antonio Spurs,Atlanta Hawks,129,134
1051,2021-04-15T00:00:00.000Z,Atlanta Hawks,Milwaukee Bucks,109,120
1052,2021-03-24T00:00:00.000Z,Minnesota Timberwolves,Dallas Mavericks,108,128
1053,2021-03-18T00:00:00.000Z,Los Angeles Lakers,Charlotte Hornets,116,105
1054,2021-05-01T00:00:00.000Z,Orlando Magic,Memphis Grizzlies,112,111
1055,2021-03-31T00:00:00.000Z,Oklahoma City Thunder,Toronto Raptors,113,103
1056,2021-03-17T00:00:00.000Z,Washington Wizards,Sacramento Kings,119,121
1057,2021-03-22T00:00:00.000Z,Milwaukee Bucks,Indiana Pacers,140,113
1058,2021-04-11T00:00:00.000Z,Memphis Grizzlies,Indiana Pacers,125,132
1059,2021-05-07T00:00:00.000Z,Dallas Mavericks,Cleveland Cavaliers,110,90
1060,2021-03-16T00:00:00.000Z,Miami Heat,Cleveland Cavaliers,113,98
1061,2021-05-11T00:00:00.000Z,Detroit Pistons,Minnesota Timberwolves,100,119
1062,2021-04-28T00:00:00.000Z,Phoenix Suns,LA Clippers,109,101
1063,2021-04-14T00:00:00.000Z,Detroit Pistons,LA Clippers,98,100
1064,2021-03-15T00:00:00.000Z,Dallas Mavericks,LA Clippers,99,109
1065,2021-04-14T00:00:00.000Z,Sacramento Kings,Washington Wizards,111,123
1066,2021-03-13T00:00:00.000Z,Oklahoma City Thunder,New York Knicks,97,119
1067,2021-03-19T00:00:00.000Z,Toronto Raptors,Utah Jazz,112,115
1068,2021-03-14T00:00:00.000Z,Orlando Magic,Miami Heat,97,102
1069,2021-04-12T00:00:00.000Z,Minnesota Timberwolves,Brooklyn Nets,97,127
1070,2021-04-13T00:00:00.000Z,Phoenix Suns,Miami Heat,106,86
1071,2021-03-12T00:00:00.000Z,Utah Jazz,Houston Rockets,114,99
1072,2021-04-04T00:00:00.000Z,Houston Rockets,New Orleans Pelicans,115,122
1073,2021-05-03T00:00:00.000Z,Memphis Grizzlies,New York Knicks,104,118
1074,2021-03-26T00:00:00.000Z,Golden State Warriors,Atlanta Hawks,108,124
1075,2021-04-21T00:00:00.000Z,New York Knicks,Atlanta Hawks,137,127
1076,2021-05-09T00:00:00.000Z,Detroit Pistons,Chicago Bulls,96,108
1077,2021-03-29T00:00:00.000Z,Detroit Pistons,Toronto Raptors,118,104
1078,2021-04-03T00:00:00.000Z,San Antonio Spurs,Indiana Pacers,133,139
1079,2021-03-21T00:00:00.000Z,Detroit Pistons,Chicago Bulls,86,100
1080,2021-04-30T00:00:00.000Z,Cleveland Cavaliers,Washington Wizards,93,122
1081,2021-04-05T00:00:00.000Z,Brooklyn Nets,New York Knicks,114,112
1082,2021-04-08T00:00:00.000Z,Miami Heat,Los Angeles Lakers,110,104
1083,2021-03-27T00:00:00.000Z,Oklahoma City Thunder,Boston Celtics,94,111
1084,2021-05-04T00:00:00.000Z,LA Clippers,Toronto Raptors,105,100
1085,2021-04-02T00:00:00.000Z,Indiana Pacers,Charlotte Hornets,97,114
1086,2021-04-19T00:00:00.000Z,Washington Wizards,Oklahoma City Thunder,119,107
1087,2021-04-16T00:00:00.000Z,Philadelphia 76ers,LA Clippers,106,103
1088,2021-05-06T00:00:00.000Z,LA Clippers,Los Angeles Lakers,118,94
1089,2021-04-07T00:00:00.000Z,Boston Celtics,New York Knicks,101,99
1090,2021-05-02T00:00:00.000Z,Oklahoma City Thunder,Phoenix Suns,120,123
1091,2021-04-09T00:00:00.000Z,New York Knicks,Memphis Grizzlies,133,129
1092,2021-04-29T00:00:00.000Z,Minnesota Timberwolves,Golden State Warriors,126,114
1093,2021-04-17T00:00:00.000Z,Milwaukee Bucks,Memphis Grizzlies,115,128
1094,2021-05-08T00:00:00.000Z,Portland Trail Blazers,San Antonio Spurs,124,102
1095,2021-04-26T00:00:00.000Z,New Orleans Pelicans,LA Clippers,120,103
1096,2021-05-16T00:00:00.000Z,Philadelphia 76ers,Orlando Magic,128,117
1097,2021-05-10T00:00:00.000Z,Portland Trail Blazers,Houston Rockets,140,129
1098,2021-04-10T00:00:00.000Z,Utah Jazz,Sacramento Kings,128,112
1099,2021-03-14T00:00:00.000Z,Philadelphia 76ers,San Antonio Spurs,134,99
1100,2021-03-23T00:00:00.000Z,New Orleans Pelicans,Los Angeles Lakers,128,111
1101,2021-05-11T00:00:00.000Z,Toronto Raptors,LA Clippers,96,115
1102,2021-03-24T00:00:00.000Z,Toronto Raptors,Denver Nuggets,135,111
1103,2021-05-03T00:00:00.000Z,New Orleans Pelicans,Golden State Warriors,108,123
1104,2021-03-16T00:00:00.000Z,Portland Trail Blazers,New Orleans Pelicans,125,124
1105,2021-04-30T00:00:00.000Z,Philadelphia 76ers,Atlanta Hawks,126,104
1106,2021-04-22T00:00:00.000Z,Dallas Mavericks,Los Angeles Lakers,115,110
1107,2021-03-25T00:00:00.000Z,Sacramento Kings,Golden State Warriors,141,119
1108,2021-04-09T00:00:00.000Z,Milwaukee Bucks,Charlotte Hornets,119,127
1109,2021-03-26T00:00:00.000Z,Detroit Pistons,Brooklyn Nets,111,113
1110,2021-03-27T00:00:00.000Z,Milwaukee Bucks,New York Knicks,96,102
1111,2021-03-28T00:00:00.000Z,Charlotte Hornets,Phoenix Suns,97,101
